sku,make,model,category,part_name,catalog_part_number,oem_number,catalog_page,grid_position,image_status,image_path
PGE-STK-0846,Stokes,555,Hydraulic & Lubrication Components,OIL SEAL,SB2-320,07-BA-320,94,R1C3,Generated visualization,/assets/images/parts/stokes-catalog/pge-stk-0846.webp
PGE-STK-0847,Stokes,555,Hydraulic & Lubrication Components,VARI-FEED OILER - 1 OZ,SB-68,059-004-001,94,R2C1,Generated visualization,/assets/images/parts/stokes-catalog/pge-stk-0847.webp
PGE-STK-0848,Stokes,555,Lower Cam Tracks,EJECTION CAM,SB2-2,B-220-163-6,94,R2C2,Generated visualization,/assets/images/parts/stokes-catalog/pge-stk-0848.webp
PGE-STK-0849,Stokes,555,Lower Cam Tracks,EJECTION CAM - DELRIN,SB2-2/1,N/A,94,R2C3,Generated visualization,/assets/images/parts/stokes-catalog/pge-stk-0849.webp
PGE-STK-0850,Stokes,555,Lower Cam Tracks,MODIFIED BOLT - FOR EJECTION CAM,SB2-2/A,N/A,94,R3C1,Generated visualization,/assets/images/parts/stokes-catalog/pge-stk-0850.webp
PGE-STK-0851,Stokes,555,Lower Cam Tracks,DROP OUT PLUG LOWER PUNCH,SB2-399,A-200-399-1,94,R3C2,Generated visualization,/assets/images/parts/stokes-catalog/pge-stk-0851.webp
PGE-STK-0852,Stokes,555,Lower Cam Tracks,DROP OUT PLUG LOWER PUNCH SHALLOW FILL,SB2-399/1,N/A,94,R3C3,Generated visualization,/assets/images/parts/stokes-catalog/pge-stk-0852.webp
PGE-STK-0853,Stokes,555,Lower Cam Tracks,LOWER PUNCH ADJUSTING SCREW,SB2-433,B-294-433-1,94,R4C1,Generated visualization,/assets/images/parts/stokes-catalog/pge-stk-0853.webp
PGE-STK-0854,Stokes,555,Lower Cam Tracks,LOWER CAM TRACK PULLDOWN - NO ADJ. SCREW,SB2-46/0,C-220-146-30,94,R4C2,Generated visualization,/assets/images/parts/stokes-catalog/pge-stk-0854.webp
PGE-STK-0855,Stokes,555,Lower Cam Tracks,LOWER PULLDOWN CAM- W/ ADJUSTING SCREW,SB2-46/1,C-220-146-031,94,R4C3,Generated visualization,/assets/images/parts/stokes-catalog/pge-stk-0855.webp
PGE-STK-0856,Stokes,555,Lower Cam Tracks,LOWER PULLDOWN CAM - SHALLOW FILL,SB2-46/SF,C-220-146-1,94,R5C1,Generated visualization,/assets/images/parts/stokes-catalog/pge-stk-0856.webp
PGE-STK-0857,Stokes,555,Lower Cam Tracks,SHALLOW FILL INSERT- FRONT,SB2-46/SF1,N/A,94,R5C2,Generated visualization,/assets/images/parts/stokes-catalog/pge-stk-0857.webp
PGE-STK-0858,Stokes,555,Lower Cam Tracks,SHALLOW FILL INSERT - REAR,SB2-46/SF2,N/A,94,R5C3,Generated visualization,/assets/images/parts/stokes-catalog/pge-stk-0858.webp
PGE-STK-0859,Stokes,555,Lower Cam Tracks,ADJUSTER GUIDE RING,SB2-83,B-200-383-001,95,R1C1,Generated visualization,/assets/images/parts/stokes-catalog/pge-stk-0859.webp
PGE-STK-0860,Stokes,555,Miscellaneous,MACHINE PALLET VIBRATION LEVELING PAD SS,NP-LVPD,N/A,95,R1C2,Generated visualization,/assets/images/parts/stokes-catalog/pge-stk-0860.webp
PGE-STK-0861,Stokes,555,Pressure Rolls & Components,ADJUSTING HANDLE,NP-AH1,48187,95,R1C3,Generated visualization,/assets/images/parts/stokes-catalog/pge-stk-0861.webp
PGE-STK-0862,Stokes,555,Pressure Rolls & Components,UPPER OR LOWER PRESSURE ROLL,PR-3,A-223-603-4,95,R2C1,Generated visualization,/assets/images/parts/stokes-catalog/pge-stk-0862.webp
PGE-STK-0863,Stokes,555,Pressure Rolls & Components,LOWER ROLL OIL RECEIVER,S-15,A-220-115-2,95,R2C2,Generated visualization,/assets/images/parts/stokes-catalog/pge-stk-0863.webp
PGE-STK-0864,Stokes,555,Pressure Rolls & Components,PRESSURE SPRING CASING,S-211,A-200-211-1,95,R2C3,Generated visualization,/assets/images/parts/stokes-catalog/pge-stk-0864.webp
PGE-STK-0865,Stokes,555,Pressure Rolls & Components,EYEBOLT FOR PRESSURE SPRING,S-230,A-224-230-1,95,R3C1,Generated visualization,/assets/images/parts/stokes-catalog/pge-stk-0865.webp
PGE-STK-0866,Stokes,555,Pressure Rolls & Components,PRESSURE ROD TABLE NUT,S-547,A-200-547-1,95,R3C2,Generated visualization,/assets/images/parts/stokes-catalog/pge-stk-0866.webp
PGE-STK-0867,Stokes,555,Pressure Rolls & Components,PRESSURE ADJUSTING WHEEL SPRING,S-554,A-200-554-1,95,R3C3,Generated visualization,/assets/images/parts/stokes-catalog/pge-stk-0867.webp
PGE-STK-0868,Stokes,555,Pressure Rolls & Components,SPRING LOCK,S-62,A-220-062-1,95,R4C1,Generated visualization,/assets/images/parts/stokes-catalog/pge-stk-0868.webp
PGE-STK-0869,Stokes,555,Pressure Rolls & Components,LOWER ROLL CARRIER,SB-023,C-220-023-1,95,R4C2,Generated visualization,/assets/images/parts/stokes-catalog/pge-stk-0869.webp
PGE-STK-0870,Stokes,555,Pressure Rolls & Components,PRESSURE ADJUSTING WHEEL,SB-025,B-220-025-6,95,R4C3,Generated visualization,/assets/images/parts/stokes-catalog/pge-stk-0870.webp
PGE-STK-0871,Stokes,555,Pressure Rolls & Components,PRESSURE LEVER,SB-058,C-220-058-1,95,R5C1,Generated visualization,/assets/images/parts/stokes-catalog/pge-stk-0871.webp
PGE-STK-0872,Stokes,555,Pressure Rolls & Components,LOWER ROLL PIN,SB-1,A-200-201-1,95,R5C2,Generated visualization,/assets/images/parts/stokes-catalog/pge-stk-0872.webp
PGE-STK-0873,Stokes,555,Pressure Rolls & Components,PRESSURE SPRING,SB-210,B-200-210-1,95,R5C3,Generated visualization,/assets/images/parts/stokes-catalog/pge-stk-0873.webp
PGE-STK-0874,Stokes,555,Pressure Rolls & Components,PRESSURE SPRING LIGHT (0 - 1.5 TONS),SB-210/L,A-200-210-1L,96,R1C1,Generated visualization,/assets/images/parts/stokes-catalog/pge-stk-0874.webp
PGE-STK-0875,Stokes,555,Pressure Rolls & Components,PRESSURE LEVER PIN - LEFT,SB2-209,A-200-209-2,96,R1C2,Generated visualization,/assets/images/parts/stokes-catalog/pge-stk-0875.webp
PGE-STK-0876,Stokes,555,Pressure Rolls & Components,PRESSURE LEVER PIN - RIGHT,SB2-209/1,A-200-209-1,96,R1C3,Visualization pending,/assets/images/parts/stokes-catalog/image-pending.svg
PGE-STK-0877,Stokes,555,Pressure Rolls & Components,PRESSURE SPRING PIN,SB2-413,A-200-413-003,96,R2C1,Visualization pending,/assets/images/parts/stokes-catalog/image-pending.svg
PGE-STK-0878,Stokes,555,Pressure Rolls & Components,SAFETY ADJUSTING WHEEL,SB2-493,B-223-493-4,96,R2C2,Visualization pending,/assets/images/parts/stokes-catalog/image-pending.svg
PGE-STK-0879,Stokes,555,Pressure Rolls & Components,RELEASE PRESSURE TONNAGE GAUGE (0 - 1.5 TONS),SB-257,N.P. 257,96,R2C3,Visualization pending,/assets/images/parts/stokes-catalog/image-pending.svg
PGE-STK-0880,Stokes,555,Pressure Rolls & Components,RELEASE PRESSURE TONNAGE GAUGE (0 - 4.4 TONS),S-028,085-000-028,96,R3C1,Visualization pending,/assets/images/parts/stokes-catalog/image-pending.svg
PGE-STK-0881,Stokes,555,Pressure Rolls & Components,"EYEBOLT FOR FORK PIN - 3 1/4"" LONG",SB-262,1-262,96,R3C2,Visualization pending,/assets/images/parts/stokes-catalog/image-pending.svg
PGE-STK-0882,Stokes,555,Pressure Rolls & Components,UPPER ROLL SHAFT,SB2-772,C-200-477-002,96,R3C3,Visualization pending,/assets/images/parts/stokes-catalog/image-pending.svg
PGE-STK-0883,Stokes,555,Pressure Rolls & Components,LOCK STUD,SB-478,A-200-478-1,96,R4C1,Visualization pending,/assets/images/parts/stokes-catalog/image-pending.svg
PGE-STK-0884,Stokes,555,Pressure Rolls & Components,FULCRUM PIN,SB-665,"2-665, 2-665-B2",96,R4C2,Visualization pending,/assets/images/parts/stokes-catalog/image-pending.svg
PGE-STK-0885,Stokes,555,Pressure Rolls & Components,FORK,SB-26,A-220-026-1,96,R4C3,Visualization pending,/assets/images/parts/stokes-catalog/image-pending.svg
PGE-STK-0886,Stokes,555,Product Control,GRID SCREW,S-822,A-294-822-1,96,R5C1,Visualization pending,/assets/images/parts/stokes-catalog/image-pending.svg
PGE-STK-0887,Stokes,555,Product Control,HOPPER,SB-717,C-291-717-1,96,R5C2,Visualization pending,/assets/images/parts/stokes-catalog/image-pending.svg
PGE-STK-0888,Stokes,555,Product Control,TABLET TAKE-OFF,SB2-015,B-217-015-015,96,R5C3,Visualization pending,/assets/images/parts/stokes-catalog/image-pending.svg
PGE-STK-0889,Stokes,555,Product Control,SCRAPER BLADE - REAR,SB2-16,A-217-016-1,97,R1C1,Visualization pending,/assets/images/parts/stokes-catalog/image-pending.svg
PGE-STK-0890,Stokes,555,Product Control,SCRAPER BLADE - REAR - NYLON,SB2-16/1,A-217-016-1,97,R1C2,Generated visualization,/assets/images/parts/stokes-catalog/pge-stk-0890.webp
PGE-STK-0891,Stokes,555,Product Control,SCRAPER BLADE - FRONT,SB2-17,A-227-517-1,97,R1C3,Generated visualization,/assets/images/parts/stokes-catalog/pge-stk-0891.webp
PGE-STK-0892,Stokes,555,Product Control,SCRAPER BLADE - FRONT - NYLON,SB2-17/1,N/A,97,R2C1,Generated visualization,/assets/images/parts/stokes-catalog/pge-stk-0892.webp
PGE-STK-0893,Stokes,555,Product Control,ADJUSTABLE GRID(FOR PIN GRID FEED FRAME),SB-23,B-294-823-1,97,R2C2,Generated visualization,/assets/images/parts/stokes-catalog/pge-stk-0893.webp
PGE-STK-0894,Stokes,555,Product Control,FEED FRAME - 3 PT. - OPEN- FRONT ASSEMBLY,SB2-51/F/A,D-227-551-1,97,R2C3,Generated visualization,/assets/images/parts/stokes-catalog/pge-stk-0894.webp
PGE-STK-0895,Stokes,555,Product Control,FEED FRAME - 3 PT. - OPEN - REAR ASSEMBLY,SB2-51/R/A,D-227-551-2,97,R3C1,Generated visualization,/assets/images/parts/stokes-catalog/pge-stk-0895.webp
PGE-STK-0896,Stokes,555,Product Control,FEED FRAME-3 PT.-OPEN-REAR/ WEAR STRIP ASSEMBLY,SB2-51/RWS/A,N/A,97,R3C2,Generated visualization,/assets/images/parts/stokes-catalog/pge-stk-0896.webp
PGE-STK-0897,Stokes,555,Product Control,FEED FRAME-3PT.-OPEN-FRONT/ WEAR STRIP ASSEMBLY,SB2-51/FWS/A,N/A,97,R3C3,Generated visualization,/assets/images/parts/stokes-catalog/pge-stk-0897.webp
PGE-STK-0898,Stokes,555,Product Control,FEED FRAME-3 PT.-OPEN- REAR/WEAR STRIP,SB2-51/RWS,N/A,97,R4C1,Generated visualization,/assets/images/parts/stokes-catalog/pge-stk-0898.webp
PGE-STK-0899,Stokes,555,Product Control,HOLD DOWN KNOB ASSEMBLY,SB-47,A-260-147-1,97,R4C2,Generated visualization,/assets/images/parts/stokes-catalog/pge-stk-0899.webp
PGE-STK-0900,Stokes,555,Product Control,HOLD DOWN STUD,SB-47/1,N/A,97,R4C3,Visualization pending,/assets/images/parts/stokes-catalog/image-pending.svg
PGE-STK-0901,Stokes,555,Product Control,KNOB - HOLD DOWN STUD,SB-47/2,N/A,97,R5C1,Visualization pending,/assets/images/parts/stokes-catalog/image-pending.svg
PGE-STK-0902,Stokes,555,Product Control,SCRAPER SPRING,SP-8,"37077, 35018, 36062",97,R5C2,Visualization pending,/assets/images/parts/stokes-catalog/image-pending.svg
PGE-STK-0903,Stokes,555,Thickness/Hardness Components,ADJUSTING WHEEL EYE BOLT,SB-024,A-220-024-3,97,R5C3,Visualization pending,/assets/images/parts/stokes-catalog/image-pending.svg
PGE-STK-0904,Stokes,555,Turret Hardware,DIE LOCK SCREW - 45 STATION,DL-18,PD-13,98,R1C1,Visualization pending,/assets/images/parts/stokes-catalog/image-pending.svg
PGE-STK-0905,Stokes,555,Turret Hardware,DIE LOCK SCREW - 27 & 35 STATION,DL-91,230-091-1,98,R1C2,Visualization pending,/assets/images/parts/stokes-catalog/image-pending.svg
PGE-STK-0906,Stokes,555,Turret Hardware,PUNCH HOLDING PLUG,SB-5N,N/A,98,R1C3,Visualization pending,/assets/images/parts/stokes-catalog/image-pending.svg
PGE-STK-0907,Stokes,555,Turrets,STOCK PHOTO 35 STATION TURRET ASSEMBLY*,SB-35T,D-220-120-138,98,R2C1,Visualization pending,/assets/images/parts/stokes-catalog/image-pending.svg
PGE-STK-0908,Stokes,555,Turrets,STOCK PHOTO 45 STATION TURRET ASSEMBLY*,SB-45T,N/A,98,R2C2,Visualization pending,/assets/images/parts/stokes-catalog/image-pending.svg
PGE-STK-0909,Stokes,555,Upper Cam Tracks,UPPER CAM BODY WITH TAKE-OUT PLATE,SB2-151,C-220-151-13,98,R2C3,Visualization pending,/assets/images/parts/stokes-catalog/image-pending.svg
PGE-STK-0910,Stokes,555,Upper Cam Tracks,UPPER DWELL CAM - FRONT,SB2-1N,N/A,98,R3C1,Visualization pending,/assets/images/parts/stokes-catalog/image-pending.svg
PGE-STK-0911,Stokes,555,Upper Cam Tracks,UPPER DWELL CAM - REAR - NEW STYLE,SB2-2N,N/A,98,R3C2,Visualization pending,/assets/images/parts/stokes-catalog/image-pending.svg
PGE-STK-0912,Stokes,555,Upper Cam Tracks,UPPER DWELL CAM - REAR - OLD STYLE,SB2-2N/S,N/A,98,R3C3,Visualization pending,/assets/images/parts/stokes-catalog/image-pending.svg
PGE-STK-0913,Stokes,555,Upper Cam Tracks,ANTI FLIGHT RAIL,SB2-3N,N/A,98,R4C1,Visualization pending,/assets/images/parts/stokes-catalog/image-pending.svg
PGE-STK-0914,Stokes,555,Upper Cam Tracks,UPPER RAISING CAM,SB2-52,C-220-152-007,98,R4C2,Visualization pending,/assets/images/parts/stokes-catalog/image-pending.svg
PGE-STK-0915,Stokes,555,Upper Cam Tracks,UPPER LOWERING CAM,SB2-53,C-220-153-005,98,R4C3,Visualization pending,/assets/images/parts/stokes-catalog/image-pending.svg
PGE-STK-0916,Stokes,555,Upper Cam Tracks,UPPER CAM TAKE OUT PLATE,SB2-92,A-200-392-2,98,R5C1,Visualization pending,/assets/images/parts/stokes-catalog/image-pending.svg
PGE-STK-0917,Stokes,555,Weight Adjusting Components,WEIGHT ADJUSTER CAM,SB5-121/1,N/A,98,R5C2,Visualization pending,/assets/images/parts/stokes-catalog/image-pending.svg
PGE-STK-0918,Stokes,555,Weight Adjusting Components,WEIGHT ADJUSTER WHEEL,S-035,A-220-035-3,98,R5C3,Visualization pending,/assets/images/parts/stokes-catalog/image-pending.svg
PGE-STK-0919,Stokes,555,Weight Adjusting Components,WEIGHT ADJUSTER WHEEL - FINE ADJUST,S-035/M,N/A,99,R1C1,Visualization pending,/assets/images/parts/stokes-catalog/image-pending.svg
PGE-STK-0920,Stokes,555,Weight Adjusting Components,WEIGHT ADJUSTING SCREW - CUSTOM THREAD,S-184,N/A,99,R1C2,Visualization pending,/assets/images/parts/stokes-catalog/image-pending.svg
PGE-STK-0921,Stokes,555,Weight Adjusting Components,WEIGHT ADJUSTING SCREW,S-184/1,B-200-184-1,99,R1C3,Visualization pending,/assets/images/parts/stokes-catalog/image-pending.svg
PGE-STK-0922,Stokes,555,Weight Adjusting Components,WEIGHT/PRESSURE ADJ. WHEEL SPRING,S-204,A-200-204-1,99,R2C1,Generated visualization,/assets/images/parts/stokes-catalog/pge-stk-0922.webp
PGE-STK-0923,Stokes,555,Weight Adjusting Components,WEIGHT ADJUSTER LEVER,S-258,A-220-258-1,99,R2C2,Generated visualization,/assets/images/parts/stokes-catalog/pge-stk-0923.webp
PGE-STK-0924,Stokes,555,Weight Adjusting Components,INCREASE WEIGHT NAME PLATE,S-32,NP-0-32,99,R2C3,Generated visualization,/assets/images/parts/stokes-catalog/pge-stk-0924.webp
PGE-STK-0925,Stokes,555,Weight Adjusting Components,WEIGHT ADJUSTER STOP,S-569,A-200-569-1,99,R3C1,Generated visualization,/assets/images/parts/stokes-catalog/pge-stk-0925.webp
PGE-STK-0926,Stokes,555,Weight Adjusting Components,WEIGHT ADJUSTING CAM SEGMENT,SB2-609,C-295-609-003,99,R3C2,Generated visualization,/assets/images/parts/stokes-catalog/pge-stk-0926.webp
PGE-STK-0927,Stokes,555,Weight Adjusting Components,WEIGHT ADJUSTER CAM - CUSTOM THREAD,SB5-121,N/A,99,R3C3,Generated visualization,/assets/images/parts/stokes-catalog/pge-stk-0927.webp
PGE-STK-0928,Stokes,555,Weight Adjusting Components,WEIGHT ADJ BEARING,SB5-212,N/A,99,R4C1,Generated visualization,/assets/images/parts/stokes-catalog/pge-stk-0928.webp
PGE-STK-0929,Stokes,555,Weight Adjusting Components,WEIGHT ADJ BEARING ASSEMBLY,SB5-212/A,N/A,99,R4C2,Generated visualization,/assets/images/parts/stokes-catalog/pge-stk-0929.webp
PGE-STK-0930,Stokes,565,Drive Components,RADIAL BALL BEARING REAR- CLUTCH SIDE,S35-190,11-AB-090,100,R1C1,Generated visualization,/assets/images/parts/stokes-catalog/pge-stk-0930.webp
PGE-STK-0931,Stokes,565,Drive Components,GENERATOR SPROCKET,S35-230,B-294-223-017,100,R1C2,Generated visualization,/assets/images/parts/stokes-catalog/pge-stk-0931.webp
PGE-STK-0932,Stokes,565,Drive Components,COMPLETE CLUTCH ASSEMBLY,S35-565,N/A,100,R1C3,Generated visualization,/assets/images/parts/stokes-catalog/pge-stk-0932.webp
PGE-STK-0933,Stokes,565,Drive Components,BEARING SET OF 2 FOR CLUTCH PULLEY,S35-610,085-012-610,100,R2C1,Generated visualization,/assets/images/parts/stokes-catalog/pge-stk-0933.webp
PGE-STK-0934,Stokes,565,Drive Components,BEARING FOR WORM- SHAFT BEARING PLATE,S35-611,085-012-611,100,R2C2,Generated visualization,/assets/images/parts/stokes-catalog/pge-stk-0934.webp
PGE-STK-0935,Stokes,565,Drive Components,INNER BEARING FOR UPPER ROLL PIN,S35-911/1,N/A,100,R2C3,Generated visualization,/assets/images/parts/stokes-catalog/pge-stk-0935.webp
PGE-STK-0936,Stokes,565,Drive Components,ADJUSTING LOCK PIN,SC-061,013-2-061,100,R3C1,Generated visualization,/assets/images/parts/stokes-catalog/pge-stk-0936.webp
PGE-STK-0937,Stokes,565,Drive Components,ADJUSTING LOCK PIN SPRING,SC-146,013-2-146,100,R3C2,Generated visualization,/assets/images/parts/stokes-catalog/pge-stk-0937.webp
PGE-STK-0938,Stokes,565,Drive Components,CLUTCH DRIVING RING,SC-44,013-2-44,100,R3C3,Generated visualization,/assets/images/parts/stokes-catalog/pge-stk-0938.webp
PGE-STK-0939,Stokes,565,Drive Components,ADJUSTING RING,SC-45,013-002-045,100,R4C1,Generated visualization,/assets/images/parts/stokes-catalog/pge-stk-0939.webp
PGE-STK-0940,Stokes,565,Drive Components,CLUTCH HUB,SC-455,085-020-455,100,R4C2,Generated visualization,/assets/images/parts/stokes-catalog/pge-stk-0940.webp
PGE-STK-0941,Stokes,565,Drive Components,ENGAGING CONE,SC-456,085-20-456,100,R4C3,Generated visualization,/assets/images/parts/stokes-catalog/pge-stk-0941.webp
PGE-STK-0942,Stokes,565,Drive Components,DRIVING PLATE - FIBER,SC-48,013-002-048,100,R5C1,Generated visualization,/assets/images/parts/stokes-catalog/pge-stk-0942.webp
PGE-STK-0943,Stokes,565,Drive Components,DRIVEN PLATE - STEEL,SC-49,013-002-049,100,R5C2,Generated visualization,/assets/images/parts/stokes-catalog/pge-stk-0943.webp
PGE-STK-0944,Stokes,565,Drive Components,ROLLER RING,SC-50,013-2-50,100,R5C3,Generated visualization,/assets/images/parts/stokes-catalog/pge-stk-0944.webp
PGE-STK-0945,Stokes,565,Drive Components,RELEASE SPRING,SC-56,013-2-56,101,R1C1,Generated visualization,/assets/images/parts/stokes-catalog/pge-stk-0945.webp
PGE-STK-0946,Stokes,565,Drive Components,STEPPED DRIVE KEY,SC-58,013-2-58,101,R1C2,Generated visualization,/assets/images/parts/stokes-catalog/pge-stk-0946.webp
PGE-STK-0947,Stokes,565,Drive Components,CLUTCH SHIFTER SHOE - PAIR,SC-65,B-248-565-1,101,R1C3,Visualization pending,/assets/images/parts/stokes-catalog/image-pending.svg
PGE-STK-0948,Stokes,565,Hydraulic & Lubrication Components,OIL PRESSURE GAUGE - 15 P.S.I,S-162,085-10-162,101,R2C1,Visualization pending,/assets/images/parts/stokes-catalog/image-pending.svg
PGE-STK-0949,Stokes,565,Hydraulic & Lubrication Components,OIL FILTER ELEMENT,S-30,N/A,101,R2C2,Visualization pending,/assets/images/parts/stokes-catalog/image-pending.svg
PGE-STK-0950,Stokes,565,Hydraulic & Lubrication Components,OIL FILTER ASSEMBLY HEAD & ELEMENT,S-30H,N/A,101,R2C3,Visualization pending,/assets/images/parts/stokes-catalog/image-pending.svg
PGE-STK-0951,Stokes,565,Hydraulic & Lubrication Components,BELT FOR PUMP,S35-3,012-4-3,101,R3C1,Visualization pending,/assets/images/parts/stokes-catalog/image-pending.svg
PGE-STK-0952,Stokes,565,Hydraulic & Lubrication Components,WORM SPLASH GUARD,S35-4,B-247-644-1,101,R3C2,Visualization pending,/assets/images/parts/stokes-catalog/image-pending.svg
PGE-STK-0953,Stokes,565,Hydraulic & Lubrication Components,TONNAGE GAUGE - 10 TON,S-575,085-10-575,101,R3C3,Visualization pending,/assets/images/parts/stokes-catalog/image-pending.svg
PGE-STK-0954,Stokes,565,Hydraulic & Lubrication Components,PULLEY ON JACKSHAFT,S-901,085-17-901,101,R4C1,Visualization pending,/assets/images/parts/stokes-catalog/image-pending.svg
PGE-STK-0955,Stokes,565,Hydraulic & Lubrication Components,PUMP MOUNTING BRACKET,SP-664,085-12-664,101,R4C2,Visualization pending,/assets/images/parts/stokes-catalog/image-pending.svg
PGE-STK-0956,Stokes,565,Hydraulic & Lubrication Components,OIL PUMP SUPPORT,SP-778,A-241-778-001,101,R4C3,Visualization pending,/assets/images/parts/stokes-catalog/image-pending.svg
PGE-STK-0957,Stokes,565,Hydraulic & Lubrication Components,OIL PUMP,SP-A2,085-10-529,101,R5C1,Visualization pending,/assets/images/parts/stokes-catalog/image-pending.svg
PGE-STK-0958,Stokes,565,Hydraulic & Lubrication Components,STRAINER FOR OIL PUMP,SP-A3,N/A,101,R5C2,Visualization pending,/assets/images/parts/stokes-catalog/image-pending.svg
PGE-STK-0959,Stokes,565,Lower Cam Tracks,"LOWER PULL DOWN CAM - SHALLOW 5/16"" FILL",S-759,C-292-759-1,101,R5C3,Visualization pending,/assets/images/parts/stokes-catalog/image-pending.svg
PGE-STK-0960,Stokes,565,Lower Cam Tracks,"LOWER PULL DOWN CAM - 5/16"" FILL - LUBRICATED",S-759/S,N/A,102,R1C1,Visualization pending,/assets/images/parts/stokes-catalog/image-pending.svg
PGE-STK-0961,Stokes,565,Lower Cam Tracks,"LOWER PULL DOWN CAM - 5/8"" FILL",S-391,D-290-391-1,102,R1C2,Visualization pending,/assets/images/parts/stokes-catalog/image-pending.svg
PGE-STK-0962,Stokes,565,Lower Cam Tracks,"FILLER PLATE - 5/8"" FILL",S-392-3,B-290-392-3,102,R1C3,Visualization pending,/assets/images/parts/stokes-catalog/image-pending.svg
PGE-STK-0963,Stokes,565,Lower Cam Tracks,"FILLER PLATE - 5/16"" FILL",S-392-4,B-290-392-4,102,R2C1,Visualization pending,/assets/images/parts/stokes-catalog/image-pending.svg
PGE-STK-0964,Stokes,565,Lower Cam Tracks,EJECTION ROLL,SE-408,B-290-408-1,102,R2C2,Visualization pending,/assets/images/parts/stokes-catalog/image-pending.svg
PGE-STK-0965,Stokes,565,Pressure Rolls & Components,LOWER ROLL SHAFT,S-403,C-290-403-2,102,R2C3,Visualization pending,/assets/images/parts/stokes-catalog/image-pending.svg
PGE-STK-0966,Stokes,565,Pressure Rolls & Components,"SEAL, PRESSURE ROLL",S-267,7BA267,102,R3C1,Visualization pending,/assets/images/parts/stokes-catalog/image-pending.svg
PGE-STK-0967,Stokes,565,Pressure Rolls & Components,UPPER FRAME OIL SEAL - UPPER ROLL PIN,S-277,085-026-277,102,R3C2,Visualization pending,/assets/images/parts/stokes-catalog/image-pending.svg
PGE-STK-0968,Stokes,565,Pressure Rolls & Components,LOWER PRESSURE ROLL - W/SEALS,S-311,B-232-513-11,102,R3C3,Generated visualization,/assets/images/parts/stokes-catalog/pge-stk-0968.webp
PGE-STK-0969,Stokes,565,Pressure Rolls & Components,UPPER PRESSURE ROLL - W/SEALS,S-312,B-232-513-12,102,R4C1,Generated visualization,/assets/images/parts/stokes-catalog/pge-stk-0969.webp
PGE-STK-0970,Stokes,565,Pressure Rolls & Components,UPPER ROLL SHAFT-EARLY MODEL- LUBRICATED,S-348,C-291-348-2,102,R4C2,Generated visualization,/assets/images/parts/stokes-catalog/pge-stk-0970.webp
PGE-STK-0971,Stokes,565,Pressure Rolls & Components,PRESSURE SPRING,S35-493,"B-232-493-1, B-232-493-001",102,R4C3,Generated visualization,/assets/images/parts/stokes-catalog/pge-stk-0971.webp
PGE-STK-0972,Stokes,565,Pressure Rolls & Components,SLIDER BLOCK,S-405,B-290-405-1,102,R5C1,Generated visualization,/assets/images/parts/stokes-catalog/pge-stk-0972.webp
PGE-STK-0973,Stokes,565,Pressure Rolls & Components,"THRUST PLATE, LOWER ROLL - BRASS",S-486,A-294-486-1,102,R5C2,Generated visualization,/assets/images/parts/stokes-catalog/pge-stk-0973.webp
PGE-STK-0974,Stokes,565,Pressure Rolls & Components,"THRUST PLATE, LOWER ROLL - STEEL",S-486/A2,N/A,102,R5C3,Generated visualization,/assets/images/parts/stokes-catalog/pge-stk-0974.webp
PGE-STK-0975,Stokes,565,Pressure Rolls & Components,LOWER PRESSURE ROLL - W/ SEALS ASSEMBLY,S-311/A,N/A,103,R1C1,No source photo available,/assets/images/parts/stokes-catalog/image-pending.svg
PGE-STK-0976,Stokes,565,Product Control,FEED FRAME STUD,S-185,A-276-185-003,103,R1C2,Generated visualization,/assets/images/parts/stokes-catalog/pge-stk-0976.webp
PGE-STK-0977,Stokes,565,Product Control,FEED FRAME LEVELING SCREW,S-479,"A-234-479-1, A-234-479-5",103,R1C3,Visualization pending,/assets/images/parts/stokes-catalog/image-pending.svg
PGE-STK-0978,Stokes,565,Turret Hardware,DIE LOCK SCREW - 45 STATION,DL-18,PD-13,103,R2C1,Visualization pending,/assets/images/parts/stokes-catalog/image-pending.svg
PGE-STK-0979,Stokes,565,Turret Hardware,"SPRING, LOWER PUNCH SUPPORT",S-115,12AA115,103,R2C2,Visualization pending,/assets/images/parts/stokes-catalog/image-pending.svg
PGE-STK-0980,Stokes,565,Turret Hardware,SPINDLE BEARING,S35-646-1,085-6-646/1,103,R2C3,Visualization pending,/assets/images/parts/stokes-catalog/image-pending.svg
PGE-STK-0981,Stokes,565,Turret Hardware,RACE FOR SPINDLE BEARING,S35-646-2,085-6-646/2,103,R3C1,Visualization pending,/assets/images/parts/stokes-catalog/image-pending.svg
PGE-STK-0982,Stokes,565,Turret Hardware,"SET SCREW, LOWER PUNCH SUPPORT",S-4,01BD002A,103,R3C2,Visualization pending,/assets/images/parts/stokes-catalog/image-pending.svg
PGE-STK-0983,Stokes,565,Turret Hardware,"PLUNGER, LOWER PUNCH SUPPORT",S-897,A-293-897-2,103,R3C3,Visualization pending,/assets/images/parts/stokes-catalog/image-pending.svg
PGE-STK-0984,Stokes,565,Turrets,STOCK PHOTO 53 STATION TURRET ASSEMBLY*,S-53T,D-290-434-7,103,R4C1,Visualization pending,/assets/images/parts/stokes-catalog/image-pending.svg
